name,dept,adjustedcount,homepage,scholarid,profile_url,image_url,affiliation_from_scholar,keywords,top_papers
Hai Jin 0001,HUST,28.844297,http://faculty.hust.edu.cn/jinhai/en/index.htm,o02W0aEAAAAJ,https://scholar.google.com/citations?user=o02W0aEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o02W0aEAAAAJ&citpid=2,Huazhong University of Science and Technology,Parallel and Distributed Computing; Computer Architecture; Cloud Computing; P2P,Vuldeepecker: A deep learning-based system for vulnerability detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=o02W0aEAAAAJ&citation_for_view=o02W0aEAAAAJ:aQszkPOeFKIC); Sysevr: A framework for using deep learning to detect software vulnerabilities (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=o02W0aEAAAAJ&citation_for_view=o02W0aEAAAAJ:mFiwI1c6kYAC); Performance and energy modeling for live migration of virtual machines (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=o02W0aEAAAAJ&citation_for_view=o02W0aEAAAAJ:VaXvl8Fpj5cC)
David Z. Pan,University of Texas at Austin,28.84036,http://users.ece.utexas.edu/~dpan,3aLlroEAAAAJ,https://scholar.google.com/citations?user=3aLlroEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3aLlroEAAAAJ&citpid=5,"Professor, Silicon Labs Endowed Chair, ECE Dept., University of Texas at Austin",Electronic Design Automation; Design for Manufacturing; VLSI; Hardware; Machine Learning,AppSAT: Approximately deobfuscating integrated circuits (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3aLlroEAAAAJ&citation_for_view=3aLlroEAAAAJ:bb2qmbnIBKIC); CELONCEL: Effective design technique for 3-D monolithic integration targeting high performance integrated circuits (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3aLlroEAAAAJ&citation_for_view=3aLlroEAAAAJ:_xSYboBqXhAC); Dreamplace: Deep learning toolkit-enabled gpu acceleration for modern vlsi placement (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3aLlroEAAAAJ&citation_for_view=3aLlroEAAAAJ:ptF5elMcwUYC)
David Eppstein,Univ. of California - Irvine,28.83329,https://www.ics.uci.edu/~eppstein,QSY7ufMAAAAJ,https://scholar.google.com/citations?user=QSY7ufMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QSY7ufMAAAAJ&citpid=5,"Distinguished Professor of Computer Science, University of California, Irvine",algorithms; data structures; graph theory; geometry; graph drawing,Finding the k shortest paths (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=QSY7ufMAAAAJ&citation_for_view=QSY7ufMAAAAJ:u5HHmVD_uO8C); Mesh generation and optimal triangulation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=QSY7ufMAAAAJ&citation_for_view=QSY7ufMAAAAJ:Og1tA8FjbJAC); Listing all maximal cliques in large sparse real-world graphs (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=QSY7ufMAAAAJ&citation_for_view=QSY7ufMAAAAJ:SpbeaW3--B0C)
Laks V. S. Lakshmanan,University of British Columbia,28.75109,https://www.cs.ubc.ca/~laks,_RCsaOsAAAAJ,https://scholar.google.com/citations?user=_RCsaOsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_RCsaOsAAAAJ&citpid=3,"Professor of Computer Science, University of British Columbia",Data Management & Mining; Data Warehousing/OLAP; Recommender Systems; Social Networks & Media; Text Analytics & Fact Checking.,Learning influence probabilities in social networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=_RCsaOsAAAAJ&citation_for_view=_RCsaOsAAAAJ:8k81kl-MbHgC); Celf++ optimizing the greedy algorithm for influence maximization in social networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=_RCsaOsAAAAJ&citation_for_view=_RCsaOsAAAAJ:u9iWguZQMMsC); Exploratory mining and pruning optimizations of constrained associations rules (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=_RCsaOsAAAAJ&citation_for_view=_RCsaOsAAAAJ:u5HHmVD_uO8C)
Yuan Xie 0001,HKUST,28.70933,https://seng.hkust.edu.hk/about/people/faculty/yuan-xie,dK2ZuDcAAAAJ,https://scholar.google.com/citations?user=dK2ZuDcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dK2ZuDcAAAAJ&citpid=3,Chair Professor of Hong Kong University of Science and Technology (HKUST),Computer Architecture; VLSI; EDA; CAD; Embedded Systems,"Prime: A novel processing-in-memory architecture for neural network computation in reram-based main memory (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dK2ZuDcAAAAJ&citation_for_view=dK2ZuDcAAAAJ:MV4THYMqPIkC); Nvsim: A circuit-level performance, energy, and area model for emerging nonvolatile memory (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dK2ZuDcAAAAJ&citation_for_view=dK2ZuDcAAAAJ:J-pR_7NvFogC); Towards artificial general intelligence with hybrid Tianjic chip architecture (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dK2ZuDcAAAAJ&citation_for_view=dK2ZuDcAAAAJ:pTRq4cCAPmgC)"
Kian-Lee Tan,National University of Singapore,28.69126,https://www.comp.nus.edu.sg/~tankl,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE,,,,
Sanjeev Arora,Princeton University,28.6901,https://www.cs.princeton.edu/~arora,RUP4S68AAAAJ,https://scholar.google.com/citations?user=RUP4S68AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RUP4S68AAAAJ&citpid=2,"Professor of Computer Science, Princeton University",theoretical machine learning; theoretical computer science,Computational complexity: a modern approach (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RUP4S68AAAAJ&citation_for_view=RUP4S68AAAAJ:d1gkVwhDpl0C); Proof verification and the hardness of approximation problems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RUP4S68AAAAJ&citation_for_view=RUP4S68AAAAJ:nZcligLrVowC); Probabilistic checking of proofs: A new characterization of NP (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RUP4S68AAAAJ&citation_for_view=RUP4S68AAAAJ:u-x6o8ySG0sC)
Xiaoming Liu 0002,Michigan State University,28.679829,https://www.cse.msu.edu/~liuxm,Bii0w1oAAAAJ,https://scholar.google.com/citations?user=Bii0w1oAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Bii0w1oAAAAJ&citpid=3,"Anil K. and Nandita Jain Endowed Professor; MSU Foundation Professor, CSE, Michigan State University",Computer Vision; Pattern Recognition; Machine Learning; Biometrics; Deep Learning,Image super-resolution via deep recursive residual network (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Bii0w1oAAAAJ&citation_for_view=Bii0w1oAAAAJ:bIjX7--Gi80C); Memnet: A persistent memory network for image restoration (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Bii0w1oAAAAJ&citation_for_view=Bii0w1oAAAAJ:xZwIRVkwK3MC); Face alignment across large poses: A 3d solution (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Bii0w1oAAAAJ&citation_for_view=Bii0w1oAAAAJ:yzO1fbspGoIC)
Takeo Igarashi,University of Tokyo,28.67539,http://www-ui.is.s.u-tokyo.ac.jp/~takeo,2LJJtI8AAAAJ,https://scholar.google.com/citations?user=2LJJtI8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2LJJtI8AAAAJ&citpid=1,The University of Tokyo,Computer Graphics,Teddy: a sketching interface for 3D freeform design (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2LJJtI8AAAAJ&citation_for_view=2LJJtI8AAAAJ:u5HHmVD_uO8C); As-rigid-as-possible shape manipulation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2LJJtI8AAAAJ&citation_for_view=2LJJtI8AAAAJ:d1gkVwhDpl0C); Fibermesh: designing freeform surfaces with 3d curves (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2LJJtI8AAAAJ&citation_for_view=2LJJtI8AAAAJ:qjMakFHDy7sC)
Scott E. Hudson,Carnegie Mellon University,28.64038,http://www.cs.cmu.edu/~hudson,6YU6_QoAAAAJ,https://scholar.google.com/citations?user=6YU6_QoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6YU6_QoAAAAJ&citpid=3,"Professor of Human-Computer Interaction, Carnegie Mellon University",Human-Computer Interaction,"Past, present, and future of user interface software tools (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=6YU6_QoAAAAJ&citation_for_view=6YU6_QoAAAAJ:GnPB-g6toBAC); Techniques for addressing fundamental privacy and disruption tradeoffs in awareness support systems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=6YU6_QoAAAAJ&citation_for_view=6YU6_QoAAAAJ:O3NaXMp0MMsC); Making computers easier for older adults to use: area cursors and sticky icons (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=6YU6_QoAAAAJ&citation_for_view=6YU6_QoAAAAJ:RGFaLdJalmkC)"
Andreas Geiger 0001,University of Tübingen,28.63482,http://www.cvlibs.net,SrVnrPcAAAAJ,https://scholar.google.com/citations?user=SrVnrPcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SrVnrPcAAAAJ&citpid=7,"Professor of Computer Science, University of Tübingen and Tübingen AI Center",computer vision; machine learning; robotics; scene understanding,Are we ready for Autonomous Driving? The KITTI Vision Benchmark Suite (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=SrVnrPcAAAAJ&citation_for_view=SrVnrPcAAAAJ:Se3iqnhoufwC); Vision meets robotics: The KITTI dataset (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=SrVnrPcAAAAJ&citation_for_view=SrVnrPcAAAAJ:_kc_bZDykSQC); Occupancy networks: Learning 3d reconstruction in function space (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=SrVnrPcAAAAJ&citation_for_view=SrVnrPcAAAAJ:AzKEL7Gb_04C)
Pankaj K. Agarwal,Duke University,28.63436,https://users.cs.duke.edu/~pankaj,xe0eVksAAAAJ,https://scholar.google.com/citations?user=xe0eVksAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xe0eVksAAAAJ&citpid=2,Duke University,Algorithms; Computational Geometry; GIS; Spatial Databases,Handbook of discrete and computational geometry (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=xe0eVksAAAAJ&citation_for_view=xe0eVksAAAAJ:Ej9njvOgR2oC); Combinatorial geometry (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=xe0eVksAAAAJ&citation_for_view=xe0eVksAAAAJ:d1gkVwhDpl0C); Simplification envelopes (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=xe0eVksAAAAJ&citation_for_view=xe0eVksAAAAJ:u-x6o8ySG0sC)
Lirong Xia,Rutgers University,28.61667,https://people.cs.rutgers.edu/~lirong.xia,C19mgCgAAAAJ,https://scholar.google.com/citations?user=C19mgCgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=C19mgCgAAAAJ&citpid=3,"Professor of Computer Science, Rutgers University - New Brunswick; Deputy Director of DIMACS",Artificial intelligence; Algorithm design; Social choice theory; Game theory; Mechanism,Determining possible and necessary winners given partial orders (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=C19mgCgAAAAJ&citation_for_view=C19mgCgAAAAJ:u5HHmVD_uO8C); Profit-maximizing incentive for participatory sensing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=C19mgCgAAAAJ&citation_for_view=C19mgCgAAAAJ:35N4QoGY0k4C); Preference Functions that Score Rankings and Maximum Likelihood Estimation. (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=C19mgCgAAAAJ&citation_for_view=C19mgCgAAAAJ:UeHWp8X0CEIC)
Heng Ji 0001,Univ. of Illinois at Urbana-Champaign,28.599202,http://blender.cs.illinois.edu/hengji.html,z7GCqT4AAAAJ,https://scholar.google.com/citations?user=z7GCqT4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=z7GCqT4AAAAJ&citpid=32,"Professor of Computer Science, AICE Director, ASKS Director, UIUC, Amazon Scholar",Natural Language Processing; Large Language Models,Joint Event Extraction via Structured Prediction with Global Features (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=z7GCqT4AAAAJ&citation_for_view=z7GCqT4AAAAJ:XiSMed-E-HIC); Refining Event Extraction through Cross-Document Inference (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=z7GCqT4AAAAJ&citation_for_view=z7GCqT4AAAAJ:u5HHmVD_uO8C); Incremental Joint Extraction of Entity Mentions and Relations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=z7GCqT4AAAAJ&citation_for_view=z7GCqT4AAAAJ:UHK10RUVsp4C)
Stephan Günnemann,TU Munich,28.5845,http://www.kdd.in.tum.de/en/team/guennemann,npqoAWwAAAAJ,https://scholar.google.com/citations?user=npqoAWwAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Computer Science, Technical University of Munich",Machine Learning; Graphs; Graph Neural Networks; Robustness,ChatGPT for good? On opportunities and challenges of large language models for education (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=npqoAWwAAAAJ&citation_for_view=npqoAWwAAAAJ:GFxP56DSvIMC); Predict then propagate: Graph neural networks meet personalized pagerank (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=npqoAWwAAAAJ&citation_for_view=npqoAWwAAAAJ:BrmTIyaxlBUC); Pitfalls of graph neural network evaluation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=npqoAWwAAAAJ&citation_for_view=npqoAWwAAAAJ:VOx2b1Wkg3QC)
Peter K. Allen,Columbia University,28.58017,http://www.cs.columbia.edu/~allen,BDxQ5soAAAAJ,https://scholar.google.com/citations?user=BDxQ5soAAAAJ,,,,
Wangmeng Zuo,Harbin Institute of Technology,28.57222,http://homepage.hit.edu.cn/wangmengzuo,rUOpCEYAAAAJ,https://scholar.google.com/citations?user=rUOpCEYAAAAJ,/citations/images/avatar_scholar_128.png,"School of Computer Science and Technology, Harbin Institute of Technology",Computer Vision; Image Processing; Generative AI; Deep Learning; Biometrics,Beyond a gaussian denoiser: Residual learning of deep cnn for image denoising (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rUOpCEYAAAAJ&citation_for_view=rUOpCEYAAAAJ:PVjk1bu6vJQC); ECA-Net: Efficient channel attention for deep convolutional neural networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rUOpCEYAAAAJ&citation_for_view=rUOpCEYAAAAJ:RJOyoaXV5v8C); FFDNet: Toward a fast and flexible solution for CNN-based image denoising (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rUOpCEYAAAAJ&citation_for_view=rUOpCEYAAAAJ:tH6gc1N1XXoC)
Jeff A. Bilmes,University of Washington,28.5131,https://people.ece.uw.edu/bilmes,L9QufAsAAAAJ,https://scholar.google.com/citations?user=L9QufAsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L9QufAsAAAAJ&citpid=2,"Professor of Electrical & Computer Engineering & Computer Science, University of Washington Seattle",machine learning and artificial intelligence; combinatorial optimization; speech and langauge,An integrated encyclopedia of DNA elements in the human genome (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=L9QufAsAAAAJ&citation_for_view=L9QufAsAAAAJ:sA9dB-pw3HoC); A gentle tutorial of the EM algorithm and its application to parameter estimation for Gaussian mixture and hidden Markov models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=L9QufAsAAAAJ&citation_for_view=L9QufAsAAAAJ:u5HHmVD_uO8C); Deep canonical correlation analysis (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=L9QufAsAAAAJ&citation_for_view=L9QufAsAAAAJ:IUKN3-7HHlwC)
John H. Reif,Duke University,28.49995,https://users.cs.duke.edu/~reif,Er-gEaoAAAAJ,https://scholar.google.com/citations?user=Er-gEaoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Er-gEaoAAAAJ&citpid=2,"A. Hollis Edens Distinguished Professor, Department of Computer Science, Duke University",Computer Science; Nanoscience,DNA-templated self-assembly of protein arrays and highly conductive nanowires (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Er-gEaoAAAAJ&citation_for_view=Er-gEaoAAAAJ:u5HHmVD_uO8C); Complexity of the mover's problem and generalizations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Er-gEaoAAAAJ&citation_for_view=Er-gEaoAAAAJ:u-x6o8ySG0sC); Logical computation using algorithmic self-assembly of DNA triple-crossover molecules (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Er-gEaoAAAAJ&citation_for_view=Er-gEaoAAAAJ:d1gkVwhDpl0C)
Divyakant Agrawal,Univ. of California - Santa Barbara,28.48687,https://www.cs.ucsb.edu/~agrawal,XcaEg-cAAAAJ,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XcaEg-cAAAAJ&citpid=3,"Distinguished Professor of Computer Science, UCSB",Big Data & Cloud Computing; Databases; Distributed Systems; Data Security & Privacy,Limiting the spread of misinformation in social networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XcaEg-cAAAAJ&citation_for_view=XcaEg-cAAAAJ:hkOj_22Ku90C); Efficient computation of frequent and top-k elements in data streams (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XcaEg-cAAAAJ&citation_for_view=XcaEg-cAAAAJ:_FxGoFyzp5QC); Big data and cloud computing: current state and future opportunities (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XcaEg-cAAAAJ&citation_for_view=XcaEg-cAAAAJ:2tRrZ1ZAMYUC)
Michael L. Littman,Brown University,28.44244,http://cs.brown.edu/~mlittman,Jj00ksMAAAAJ,https://scholar.google.com/citations?user=Jj00ksMAAAAJ,,,,
Michael Backes 0001,CISPA Helmholtz Center,28.404155,https://cispa.de/en/people/backes,ZVS3KOEAAAAJ,https://scholar.google.com/citations?user=ZVS3KOEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZVS3KOEAAAAJ&citpid=5,Chairman and Founding Director of the CISPA Helmholtz Center for Information Security,Security; privacy; cryptography; AI,Adversarial examples for malware detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ZVS3KOEAAAAJ&citation_for_view=ZVS3KOEAAAAJ:BW2nPTmhBn4C); Ml-leaks: Model and data independent membership inference attacks and defenses on machine learning models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ZVS3KOEAAAAJ&citation_for_view=ZVS3KOEAAAAJ:oAywNP-vUhwC); On the (statistical) detection of adversarial examples (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ZVS3KOEAAAAJ&citation_for_view=ZVS3KOEAAAAJ:d4tt_xEv1X8C)
Bin Cui 0001,Peking University,28.402623,http://net.pku.edu.cn/~cuibin,IJAU8KoAAAAJ,https://scholar.google.com/citations?user=IJAU8KoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IJAU8KoAAAAJ&citpid=2,"Professor of Computer Science, Peking University",Database; Big Data analytics; ML Systems,Diffusion models: A comprehensive survey of methods and applications (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=IJAU8KoAAAAJ&citation_for_view=IJAU8KoAAAAJ:U0iAMwwPxtsC); Graph neural networks in recommender systems: a survey (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=IJAU8KoAAAAJ&citation_for_view=IJAU8KoAAAAJ:AZju0d2GQJ0C); Contrastive learning for sequential recommendation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=IJAU8KoAAAAJ&citation_for_view=IJAU8KoAAAAJ:z8nqeaKD1nsC)
Timothy M. Hospedales,University of Edinburgh,28.3385,http://homepages.inf.ed.ac.uk/thospeda,nHhtvqkAAAAJ,https://scholar.google.com/citations?user=nHhtvqkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nHhtvqkAAAAJ&citpid=2,"Professor, University of Edinburgh; Samsung AI Research",Artificial Intelligence; Generative AI; Computer Vision,Learning to compare: Relation network for few-shot learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nHhtvqkAAAAJ&citation_for_view=nHhtvqkAAAAJ:eJXPG6dFmWUC); Meta-learning in neural networks: A survey (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nHhtvqkAAAAJ&citation_for_view=nHhtvqkAAAAJ:SdhP9T11ey4C); Deep Mutual Learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nHhtvqkAAAAJ&citation_for_view=nHhtvqkAAAAJ:70eg2SAEIzsC)
Zhouchen Lin,Peking University,28.33683,http://www.cis.pku.edu.cn/faculty/vision/zlin/zlin.htm,TanjFwoAAAAJ,https://scholar.google.com/citations?user=TanjFwoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TanjFwoAAAAJ&citpid=2,"Professor, Peking University; Fellow of IEEE, IAPR, CSIG & AAIA; ex-VP of Samsung Research",machine learning; computer vision; image processing; numerical optimization,Robust recovery of subspace structures by low-rank representation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TanjFwoAAAAJ&citation_for_view=TanjFwoAAAAJ:anf4URPfarAC); The augmented lagrange multiplier method for exact recovery of corrupted low-rank matrices (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TanjFwoAAAAJ&citation_for_view=TanjFwoAAAAJ:u-x6o8ySG0sC); Robust subspace segmentation by low-rank representation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TanjFwoAAAAJ&citation_for_view=TanjFwoAAAAJ:IjCSPb-OGe4C)
Vern Paxson,Univ. of California - Berkeley,28.242816,http://www.icir.org/vern,HvwPRJ0AAAAJ,https://scholar.google.com/citations?user=HvwPRJ0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HvwPRJ0AAAAJ&citpid=2,"Professor, EECS, University of California, Berkeley",Networking; Security; Measurement,Wide area traffic: the failure of Poisson modeling (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=HvwPRJ0AAAAJ&citation_for_view=HvwPRJ0AAAAJ:u5HHmVD_uO8C); Bro: a system for detecting network intruders in real-time (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=HvwPRJ0AAAAJ&citation_for_view=HvwPRJ0AAAAJ:d1gkVwhDpl0C); TCP congestion control (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=HvwPRJ0AAAAJ&citation_for_view=HvwPRJ0AAAAJ:u-x6o8ySG0sC)
Hiroshi Ishiguro,Osaka University,28.17845,https://eng.irl.sys.es.osaka-u.ac.jp,BNhvcyYAAAAJ,https://scholar.google.com/citations?user=BNhvcyYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BNhvcyYAAAAJ&citpid=1,Osaka University,robotics,Interactive robots as social partners and peer tutors for children: A field trial (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BNhvcyYAAAAJ&citation_for_view=BNhvcyYAAAAJ:u5HHmVD_uO8C); The uncanny advantage of using androids in cognitive and social science research (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BNhvcyYAAAAJ&citation_for_view=BNhvcyYAAAAJ:2osOgNQ5qMEC); Cognitive developmental robotics: A survey (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BNhvcyYAAAAJ&citation_for_view=BNhvcyYAAAAJ:Tyk-4Ss8FVUC)
Sarit Kraus,Bar-Ilan University,28.15945,http://u.cs.biu.ac.il/~sarit,PfgeYGwAAAAJ,https://scholar.google.com/citations?user=PfgeYGwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PfgeYGwAAAAJ&citpid=4,"Professor Of Computer Science, Bar-Ilan University",Artificial Intelligence; Human agent interaction; Multi-agent Systems; multiagent systems,"Nonmonotonic reasoning, preferential models and cumulative logics (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PfgeYGwAAAAJ&citation_for_view=PfgeYGwAAAAJ:u5HHmVD_uO8C); Methods for task allocation via agent coalition formation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PfgeYGwAAAAJ&citation_for_view=PfgeYGwAAAAJ:d1gkVwhDpl0C); Collaborative plans for complex group action (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PfgeYGwAAAAJ&citation_for_view=PfgeYGwAAAAJ:u-x6o8ySG0sC)"
Mario Fritz,CISPA Helmholtz Center,28.14828,https://cispa.saarland/people/gallery,4V1nNm4AAAAJ,https://scholar.google.com/citations?user=4V1nNm4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4V1nNm4AAAAJ&citpid=30,Faculty CISPA Helmholtz Center for Information Security; Professor Saarland University,Computer Vision; Machine Learning; Trustworthy AI; Security; Privacy,Adapting visual category models to new domains (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4V1nNm4AAAAJ&citation_for_view=4V1nNm4AAAAJ:UeHWp8X0CEIC); Ml-leaks: Model and data independent membership inference attacks and defenses on machine learning models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4V1nNm4AAAAJ&citation_for_view=4V1nNm4AAAAJ:uJ-U7cs_P_0C); Appearance-based gaze estimation in the wild (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4V1nNm4AAAAJ&citation_for_view=4V1nNm4AAAAJ:35N4QoGY0k4C)
Shafiq R. Joty,Nanyang Technological University,28.03573,https://raihanjoty.github.io,hR249csAAAAJ,https://scholar.google.com/citations?user=hR249csAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hR249csAAAAJ&citpid=2,"Sr. Research Director at Salesforce Research, Assoc. Prof. at NTU (on leave)",Natural Language Processing; Machine Learning,Align before fuse: Vision and language representation learning with momentum distillation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=hR249csAAAAJ&citation_for_view=hR249csAAAAJ:FPJr55Dyh1AC); CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=hR249csAAAAJ&citation_for_view=hR249csAAAAJ:FAceZFleit8C); ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=hR249csAAAAJ&citation_for_view=hR249csAAAAJ:IRz6iEL74y4C)
Gunhee Kim,Seoul National University,27.981239,https://vision.snu.ac.kr/gunhee,CiSdOV0AAAAJ,https://scholar.google.com/citations?user=CiSdOV0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CiSdOV0AAAAJ&citpid=3,"Professor, Seoul National University",Computer Vision; Machine Learning; Natural Language Processing,Tgif-qa: Toward spatio-temporal reasoning in visual question answering (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=CiSdOV0AAAAJ&citation_for_view=CiSdOV0AAAAJ:1yQoGdGgb4wC); AudioCaps: Generating Captions for Audios in The Wild (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=CiSdOV0AAAAJ&citation_for_view=CiSdOV0AAAAJ:EkHepimYqZsC); A Joint Sequence Fusion Model for Video Question Answering and Retrieval (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=CiSdOV0AAAAJ&citation_for_view=CiSdOV0AAAAJ:j8SEvjWlNXcC)
